,recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,conversion,spend,treatment
4171,1,1,29.99,0,1,Surburban,1,Web,0,0,0.0,0
4172,7,3,284.68,1,1,Rural,0,Web,1,0,0.0,1
4174,10,3,253.7,1,0,Surburban,1,Phone,0,0,0.0,0
4176,1,1,29.99,0,1,Urban,0,Web,0,0,0.0,1
4177,7,2,163.06,1,0,Surburban,0,Phone,1,0,0.0,0
4179,9,2,100.32,0,1,Surburban,0,Web,0,0,0.0,0
4180,10,2,104.38,0,1,Urban,1,Web,0,0,0.0,1
4181,1,6,817.89,1,0,Rural,1,Web,0,0,0.0,0
4183,2,3,224.47,1,1,Urban,0,Web,0,0,0.0,0
4187,2,3,318.52,1,1,Urban,0,Multichannel,0,0,0.0,1
4189,10,3,203.93,0,1,Urban,0,Phone,0,0,0.0,1
4190,3,4,397.24,1,1,Urban,0,Web,0,0,0.0,1
4191,1,2,148.64,1,0,Surburban,1,Phone,0,0,0.0,1
4192,6,3,323.09,1,0,Rural,1,Web,0,0,0.0,1
4193,9,2,148.63,0,1,Urban,0,Phone,0,0,0.0,1
4194,9,2,193.7,0,1,Surburban,0,Web,0,0,0.0,1
4196,3,1,92.83,1,0,Urban,0,Web,0,0,0.0,1
4197,1,1,83.41,0,1,Rural,0,Phone,0,0,0.0,1
4198,2,3,213.59,1,1,Urban,0,Web,0,0,0.0,0
4199,4,5,634.8,1,0,Surburban,1,Web,0,0,0.0,0
4202,1,1,66.73,0,1,Urban,1,Phone,0,0,0.0,0
4203,12,1,72.22,1,0,Urban,0,Phone,0,0,0.0,0
4205,6,1,29.99,0,1,Urban,0,Phone,0,0,0.0,0
4206,7,1,29.99,1,0,Urban,0,Phone,1,0,0.0,0
4207,10,2,112.7,0,1,Surburban,1,Web,0,0,0.0,1
4208,2,1,29.99,1,0,Urban,0,Phone,0,0,0.0,1
4210,8,3,247.63,0,1,Urban,1,Multichannel,0,0,0.0,0
4211,8,3,331.17,1,0,Surburban,0,Web,0,0,0.0,1
4214,9,1,98.9,0,1,Rural,1,Web,0,0,0.0,1
4215,2,5,719.38,1,1,Urban,1,Web,0,0,0.0,1
4216,1,3,336.89,1,0,Urban,0,Phone,0,0,0.0,0
4217,10,3,240.32,1,1,Surburban,0,Phone,0,0,0.0,1
4218,4,2,104.13,1,0,Surburban,0,Phone,0,0,0.0,1
4220,7,1,29.99,1,0,Urban,0,Phone,0,0,0.0,1
4222,11,1,53.32,0,1,Surburban,0,Web,0,0,0.0,1
4224,1,3,209.84,0,1,Urban,0,Web,0,0,0.0,0
4225,12,3,211.0,0,1,Urban,0,Phone,0,0,0.0,1
4226,8,3,289.68,1,0,Surburban,0,Phone,0,0,0.0,0
4228,9,1,63.3,1,0,Rural,1,Phone,0,0,0.0,1
4229,6,2,176.41,1,0,Surburban,0,Web,1,0,0.0,0
4232,4,3,203.07,0,1,Urban,0,Multichannel,0,0,0.0,1
4233,3,5,615.29,1,1,Urban,1,Multichannel,0,0,0.0,0
4234,2,3,274.61,1,1,Surburban,0,Multichannel,0,0,0.0,1
4236,2,4,410.73,1,1,Urban,1,Multichannel,1,0,0.0,1
4240,3,1,29.99,0,1,Surburban,0,Phone,0,0,0.0,1
4241,7,4,448.81,1,0,Surburban,0,Multichannel,0,0,0.0,0
4244,2,4,440.85,1,1,Surburban,1,Multichannel,0,0,0.0,1
4245,9,1,30.9,1,0,Urban,0,Phone,0,0,0.0,0
4247,1,1,64.97,1,0,Surburban,0,Web,0,0,0.0,1
4250,8,2,128.69,0,1,Rural,0,Phone,0,0,0.0,0
4252,2,3,284.7,1,0,Surburban,1,Phone,0,0,0.0,1
4253,11,2,192.79,1,0,Urban,0,Web,0,0,0.0,0
4255,6,1,56.83,0,1,Urban,1,Web,1,0,0.0,1
4257,6,3,228.7,1,0,Urban,1,Web,0,0,0.0,0
4258,5,3,329.77,1,0,Urban,0,Web,1,0,0.0,0
4260,1,2,167.87,1,0,Urban,0,Web,0,0,0.0,1
4261,1,2,106.98,1,0,Urban,1,Phone,0,0,0.0,1
4262,1,3,202.61,0,1,Rural,0,Web,0,0,0.0,0
4263,6,1,96.16,0,1,Surburban,1,Web,0,0,0.0,0
4264,5,4,414.6,0,1,Surburban,0,Multichannel,0,0,0.0,1
4266,3,3,227.45,0,1,Surburban,0,Web,0,0,0.0,1
4268,12,4,365.3,1,0,Surburban,1,Multichannel,0,0,0.0,1
4269,5,1,67.93,0,1,Urban,1,Web,0,0,0.0,0
4271,4,2,193.25,1,0,Urban,1,Web,0,0,0.0,1
4272,10,1,34.71,0,1,Urban,0,Phone,0,0,0.0,1
4273,1,3,272.05,0,1,Surburban,0,Web,0,0,0.0,1
4274,9,2,127.42,0,1,Urban,1,Web,0,0,0.0,1
4275,2,7,1039.29,1,0,Surburban,1,Web,0,0,0.0,1
4278,7,1,29.99,1,0,Surburban,1,Phone,1,0,0.0,1
4280,5,7,1198.63,1,0,Surburban,1,Multichannel,0,0,0.0,1
4282,10,2,165.36,1,0,Surburban,0,Web,0,0,0.0,0
4284,12,1,29.99,0,1,Urban,0,Web,1,0,0.0,1
4285,11,1,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
4286,3,5,625.37,1,1,Surburban,1,Phone,0,0,0.0,0
4287,4,2,148.73,0,1,Urban,1,Phone,0,0,0.0,0
4289,9,1,29.99,1,0,Urban,1,Web,0,0,0.0,1
4290,10,3,244.76,1,1,Urban,1,Phone,0,0,0.0,0
4291,3,4,357.95,1,0,Surburban,0,Phone,0,0,0.0,1
4293,2,4,353.27,0,1,Rural,1,Phone,0,0,0.0,0
4294,5,1,29.99,1,0,Urban,0,Phone,0,0,0.0,0
4295,10,1,58.55,1,0,Urban,1,Phone,0,0,0.0,1
4298,4,3,208.37,1,0,Rural,1,Phone,0,0,0.0,1
4300,2,5,707.74,1,1,Urban,1,Web,1,0,0.0,1
4301,3,1,85.36,0,1,Urban,0,Phone,0,0,0.0,1
4304,10,2,149.38,1,0,Surburban,0,Web,0,0,0.0,0
4305,1,4,463.14,1,0,Urban,0,Multichannel,0,0,0.0,0
4306,6,5,733.97,1,1,Surburban,1,Multichannel,0,0,0.0,1
4308,9,3,203.96,1,0,Rural,1,Web,0,0,0.0,0
4310,1,3,318.91,0,1,Urban,0,Web,1,0,0.0,1
4311,3,1,29.99,1,0,Urban,0,Web,0,0,0.0,0
4312,10,2,108.76,1,0,Surburban,1,Web,0,0,0.0,1
4319,9,1,92.93,0,1,Urban,1,Phone,0,0,0.0,1
4320,12,3,245.2,1,1,Surburban,0,Multichannel,0,0,0.0,1
4321,5,7,1117.37,0,1,Surburban,1,Web,0,0,0.0,1
4322,4,1,29.99,0,1,Urban,0,Phone,0,0,0.0,0
4323,10,2,102.51,1,0,Urban,1,Phone,0,0,0.0,1
4324,4,1,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
4325,5,2,131.67,0,1,Rural,1,Web,0,0,0.0,1
4326,6,2,168.64,1,0,Surburban,0,Phone,1,0,0.0,0
4332,3,1,90.47,0,1,Urban,0,Web,0,0,0.0,0
4333,7,5,509.91,1,0,Urban,1,Phone,0,0,0.0,0
4334,4,3,291.54,0,1,Urban,0,Phone,0,0,0.0,0
4336,3,1,37.46,1,0,Urban,1,Phone,0,0,0.0,0
4339,9,1,29.99,0,1,Urban,0,Web,0,0,0.0,1
4340,1,1,63.5,0,1,Surburban,1,Phone,0,0,0.0,1
4341,9,2,101.67,1,0,Surburban,0,Phone,0,0,0.0,0
4342,5,3,203.32,1,1,Surburban,0,Phone,0,0,0.0,0
4343,10,1,74.48,1,0,Surburban,1,Web,0,0,0.0,1
4344,5,3,290.13,1,0,Surburban,0,Web,0,0,0.0,1
4347,1,3,227.53,1,1,Urban,0,Web,0,0,0.0,0
4348,6,2,101.99,1,0,Surburban,0,Phone,0,0,0.0,0
4349,2,1,29.99,0,1,Rural,1,Web,1,0,0.0,0
4351,2,5,551.07,1,0,Surburban,1,Multichannel,0,0,0.0,1
4352,10,1,99.17,0,1,Urban,0,Phone,0,0,0.0,1
4355,7,4,366.43,1,0,Rural,1,Phone,1,0,0.0,0
4356,1,5,654.76,1,1,Surburban,1,Web,0,0,0.0,1
4357,1,1,73.69,1,0,Surburban,0,Web,0,0,0.0,1
4358,4,4,442.32,1,0,Surburban,1,Web,0,0,0.0,0
4360,3,1,29.99,1,0,Surburban,0,Phone,0,0,0.0,1
4362,1,5,542.14,1,0,Urban,1,Multichannel,0,0,0.0,0
4363,6,3,329.83,0,1,Urban,0,Phone,0,0,0.0,0
4364,11,3,224.87,1,0,Urban,1,Multichannel,0,0,0.0,1
4365,3,1,44.02,0,1,Rural,0,Web,1,0,0.0,1
4366,6,2,155.29,1,0,Surburban,1,Phone,0,0,0.0,1
4367,2,5,709.87,0,1,Surburban,1,Phone,0,0,0.0,0
4372,11,3,223.53,0,1,Urban,0,Phone,0,0,0.0,1
4374,5,1,89.22,0,1,Urban,0,Web,0,0,0.0,0
4375,10,1,29.99,0,1,Surburban,0,Phone,0,0,0.0,1
4376,9,4,428.03,1,0,Surburban,0,Web,0,0,0.0,0
4377,9,2,158.3,1,0,Urban,1,Phone,0,0,0.0,0
4378,3,1,66.26,0,1,Urban,0,Phone,1,0,0.0,0
4379,10,1,29.99,1,0,Surburban,0,Web,0,0,0.0,0
4381,1,2,150.11,0,1,Rural,1,Phone,0,0,0.0,0
4382,9,2,164.85,1,0,Surburban,0,Phone,0,0,0.0,1
4385,2,2,117.59,1,0,Rural,1,Web,1,0,0.0,1
4386,2,3,327.38,1,1,Surburban,0,Phone,0,0,0.0,1
4389,1,2,133.93,0,1,Urban,0,Phone,0,0,0.0,0
4390,1,1,56.5,0,1,Surburban,1,Web,0,0,0.0,1
4391,2,2,193.92,1,0,Rural,0,Web,1,0,0.0,0
4392,12,1,53.44,0,1,Urban,0,Phone,0,0,0.0,0
4393,4,4,383.39,0,1,Urban,0,Phone,0,0,0.0,0
4394,10,5,526.57,1,0,Surburban,1,Multichannel,1,0,0.0,0
4396,9,1,65.07,1,0,Surburban,1,Phone,0,0,0.0,0
4397,10,4,456.18,0,1,Urban,1,Web,0,0,0.0,1
4399,1,1,62.16,0,1,Rural,0,Web,1,0,0.0,1
4400,2,4,416.26,1,0,Rural,0,Multichannel,0,0,0.0,0
4402,3,1,44.26,0,1,Urban,1,Web,1,0,0.0,1
4403,11,2,134.91,1,0,Urban,1,Web,0,0,0.0,0
4404,9,1,29.99,1,0,Urban,0,Web,0,0,0.0,0
4405,11,5,501.97,0,1,Surburban,1,Phone,0,0,0.0,1
4408,2,2,119.04,1,0,Surburban,0,Web,0,0,0.0,0
4409,11,5,527.24,1,1,Urban,1,Phone,0,0,0.0,0
4410,11,5,587.74,0,1,Surburban,1,Web,0,0,0.0,1
4411,3,2,101.49,1,0,Surburban,1,Web,0,0,0.0,0
4412,7,1,38.33,1,0,Surburban,1,Phone,0,0,0.0,1
4416,8,1,29.99,0,1,Surburban,0,Web,1,0,0.0,1
4418,8,3,297.93,1,0,Urban,1,Phone,0,0,0.0,0
4419,9,3,227.12,1,0,Surburban,1,Multichannel,0,0,0.0,0
4420,11,1,37.95,1,0,Urban,0,Web,0,0,0.0,0
4421,10,2,118.8,1,0,Surburban,1,Web,0,0,0.0,0
4422,11,1,52.43,0,1,Urban,0,Phone,0,0,0.0,1
4423,9,1,97.79,0,1,Rural,0,Web,0,0,0.0,0
4424,2,2,145.87,1,0,Surburban,1,Phone,0,0,0.0,1
4425,1,1,30.67,0,1,Urban,1,Web,0,0,0.0,0
4426,6,2,168.78,0,1,Surburban,1,Phone,0,0,0.0,0
4427,8,1,29.99,1,0,Urban,0,Web,1,0,0.0,1
4429,1,3,312.72,0,1,Urban,0,Web,1,0,0.0,1
4430,8,4,375.98,0,1,Surburban,1,Phone,0,0,0.0,1
4432,9,2,168.23,1,0,Rural,0,Web,0,0,0.0,1
4433,6,4,353.32,0,1,Surburban,0,Multichannel,0,0,0.0,0
4436,7,1,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
4437,1,4,355.54,0,1,Urban,0,Phone,0,0,0.0,1
4439,1,3,268.13,0,1,Urban,0,Multichannel,0,0,0.0,1
4440,10,1,48.92,1,0,Rural,1,Web,0,0,0.0,1
4442,7,2,197.68,0,1,Rural,1,Web,0,0,0.0,1
4443,2,7,1212.02,1,0,Urban,1,Multichannel,1,0,0.0,1
4444,6,2,174.38,1,0,Surburban,0,Web,0,0,0.0,0
4445,12,1,78.1,1,0,Urban,1,Phone,0,0,0.0,1
4447,2,7,1000.78,1,1,Surburban,1,Web,0,0,0.0,0
4450,9,1,39.96,0,1,Surburban,1,Phone,0,0,0.0,0
4451,10,2,117.71,1,0,Surburban,0,Web,0,0,0.0,1
4452,6,1,81.04,0,1,Urban,0,Web,0,0,0.0,0
4453,1,2,131.51,1,0,Rural,0,Web,0,0,0.0,1
4454,12,5,645.38,0,1,Urban,1,Phone,0,0,0.0,0
4455,9,1,52.7,0,1,Surburban,1,Phone,0,0,0.0,1
4456,4,2,101.93,1,0,Surburban,0,Phone,0,0,0.0,0
4457,10,2,100.67,0,1,Surburban,0,Web,0,0,0.0,1
4458,12,2,104.8,1,0,Urban,1,Phone,0,0,0.0,1
4460,5,3,254.83,1,0,Urban,0,Web,0,0,0.0,1
4461,4,1,43.46,1,0,Surburban,0,Web,0,0,0.0,1
4462,1,3,332.18,1,1,Urban,0,Web,0,0,0.0,0
4464,5,3,248.32,0,1,Surburban,1,Web,0,0,0.0,0
4466,2,5,662.85,0,1,Surburban,1,Multichannel,1,0,0.0,0
4467,10,3,282.14,0,1,Urban,0,Multichannel,0,0,0.0,1
4475,9,2,103.14,0,1,Surburban,1,Phone,0,0,0.0,0
4477,9,2,182.51,0,1,Surburban,0,Phone,0,0,0.0,1
4480,10,5,543.65,0,1,Urban,1,Phone,0,0,0.0,1
4481,1,3,208.15,0,1,Surburban,0,Multichannel,1,1,29.99,1
4482,8,2,140.8,1,0,Surburban,1,Phone,0,0,0.0,0
4483,4,4,408.9,1,0,Surburban,0,Web,0,0,0.0,1
4485,10,2,166.4,1,0,Urban,0,Phone,0,0,0.0,1
4486,9,2,190.57,0,1,Urban,0,Web,0,0,0.0,0
4487,8,1,29.99,1,0,Urban,0,Phone,0,0,0.0,1
4488,10,2,136.67,0,1,Surburban,1,Phone,0,0,0.0,1
4490,1,4,397.35,1,1,Surburban,0,Multichannel,0,0,0.0,0
4494,7,1,29.99,1,0,Surburban,0,Web,0,0,0.0,0
4495,3,1,29.99,0,1,Urban,0,Phone,0,0,0.0,1
4497,7,1,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
4499,12,1,52.58,1,0,Rural,1,Web,0,0,0.0,1
4500,5,4,472.55,0,1,Surburban,0,Phone,0,0,0.0,1
4502,12,1,49.78,0,1,Urban,1,Phone,1,0,0.0,1
4503,7,1,29.99,0,1,Urban,0,Phone,0,0,0.0,0
4504,10,1,38.96,1,0,Urban,0,Phone,0,0,0.0,0
4505,4,1,31.06,0,1,Urban,1,Web,0,0,0.0,0
4506,7,2,151.84,1,0,Surburban,0,Web,0,0,0.0,1
4511,9,3,274.23,1,0,Surburban,1,Multichannel,0,0,0.0,0
4512,11,2,164.39,1,0,Urban,0,Web,0,0,0.0,1
4513,9,1,29.99,0,1,Rural,1,Phone,0,0,0.0,1
4514,10,1,50.35,0,1,Urban,0,Phone,0,0,0.0,1
4515,9,1,43.13,0,1,Surburban,0,Phone,0,0,0.0,1
4516,6,1,73.77,0,1,Urban,1,Web,0,0,0.0,1
4517,10,4,410.32,1,1,Urban,1,Multichannel,0,0,0.0,0
4518,12,1,56.62,0,1,Surburban,0,Phone,0,0,0.0,0
4519,9,5,510.92,0,1,Urban,1,Multichannel,0,0,0.0,1
4520,3,1,83.46,1,0,Surburban,0,Phone,0,0,0.0,0
4522,6,1,29.99,1,0,Urban,1,Web,0,0,0.0,0
4523,6,3,228.33,1,0,Urban,0,Web,0,0,0.0,1
4524,5,1,67.73,0,1,Surburban,0,Phone,0,0,0.0,1
4525,10,4,358.92,1,0,Surburban,1,Phone,0,0,0.0,0
4528,11,1,29.99,0,1,Urban,0,Phone,0,0,0.0,0
4529,1,2,104.23,1,0,Urban,0,Web,0,0,0.0,1
4530,1,4,394.83,0,1,Surburban,0,Web,0,0,0.0,0
4531,9,1,35.9,0,1,Surburban,1,Web,0,0,0.0,1
4532,5,1,29.99,1,0,Rural,0,Web,0,0,0.0,1
4533,1,6,995.58,0,1,Urban,1,Web,0,0,0.0,0
4535,10,1,29.99,1,0,Urban,1,Web,0,0,0.0,1
4539,10,1,88.37,1,0,Urban,0,Web,0,0,0.0,0
4540,9,1,29.99,1,0,Urban,0,Phone,0,0,0.0,1
4541,9,1,70.56,0,1,Urban,1,Phone,0,0,0.0,0
4542,2,2,109.43,0,1,Surburban,1,Phone,1,0,0.0,1
4544,11,2,103.33,0,1,Surburban,0,Web,0,0,0.0,0
4545,9,2,162.29,0,1,Surburban,1,Phone,0,0,0.0,0
4546,7,1,34.74,1,0,Rural,0,Phone,0,0,0.0,1
4549,3,1,29.99,1,0,Surburban,1,Web,0,0,0.0,1
4550,3,2,165.81,0,1,Surburban,0,Phone,0,0,0.0,0
4551,1,4,391.73,0,1,Urban,0,Phone,0,0,0.0,1
4552,3,4,414.15,1,0,Urban,0,Web,0,0,0.0,0
4553,6,2,168.36,1,0,Urban,0,Phone,0,0,0.0,1
4555,2,5,510.2,0,1,Surburban,1,Phone,0,0,0.0,0
4556,10,5,725.33,1,1,Urban,1,Multichannel,0,0,0.0,0
4557,10,3,229.72,0,1,Rural,1,Web,0,0,0.0,0
4558,6,1,41.41,0,1,Urban,0,Phone,0,0,0.0,0
4560,5,5,518.63,0,1,Rural,1,Phone,0,0,0.0,1
4562,11,2,193.78,1,0,Surburban,1,Phone,0,0,0.0,1
4563,10,2,105.81,1,0,Rural,1,Web,0,0,0.0,1
4564,9,4,354.27,0,1,Surburban,0,Phone,0,0,0.0,0
4567,10,2,120.11,1,0,Urban,0,Web,0,0,0.0,0
4568,9,4,357.14,1,0,Urban,0,Multichannel,0,0,0.0,1
4574,3,2,136.45,0,1,Rural,1,Phone,0,0,0.0,1
4575,10,5,744.08,1,1,Surburban,1,Multichannel,0,0,0.0,0
4576,9,1,29.99,1,0,Rural,1,Phone,0,0,0.0,0
4577,2,1,86.08,0,1,Urban,0,Phone,0,0,0.0,1
4578,8,2,111.55,1,0,Urban,1,Phone,0,0,0.0,0
4579,2,7,3345.93,1,1,Surburban,1,Phone,0,0,0.0,0
4581,1,3,236.23,0,1,Urban,1,Phone,0,0,0.0,0
4583,3,2,103.46,1,0,Surburban,0,Web,0,0,0.0,1
4584,7,1,42.11,1,0,Urban,0,Web,0,0,0.0,0
4586,5,2,183.8,0,1,Surburban,0,Web,0,0,0.0,0
4587,2,6,843.73,0,1,Urban,1,Web,0,0,0.0,0
4588,8,7,1332.97,1,1,Rural,1,Multichannel,0,0,0.0,0
4589,12,3,201.57,0,1,Urban,1,Web,0,0,0.0,1
4590,4,2,125.73,0,1,Surburban,1,Phone,0,0,0.0,1
4591,4,5,520.77,1,0,Urban,1,Web,0,0,0.0,0
4592,3,2,105.09,1,0,Surburban,0,Web,0,0,0.0,1
4594,2,3,245.8,1,0,Surburban,0,Multichannel,1,0,0.0,1
4597,10,4,421.7,0,1,Urban,1,Phone,0,0,0.0,1
4598,10,2,133.56,0,1,Surburban,1,Web,0,0,0.0,0
4599,11,4,391.94,0,1,Surburban,0,Web,0,0,0.0,0
4603,11,3,245.46,1,0,Urban,0,Multichannel,0,0,0.0,0
4604,3,1,64.21,1,0,Surburban,1,Web,0,0,0.0,0
4606,3,3,335.52,1,0,Rural,0,Phone,0,0,0.0,0
4607,3,4,387.84,1,0,Urban,1,Web,0,0,0.0,1
4611,8,1,79.34,0,1,Urban,0,Web,0,0,0.0,1
4612,3,7,1089.96,1,0,Rural,1,Multichannel,0,0,0.0,1
4613,6,1,29.99,1,0,Urban,0,Phone,0,0,0.0,0
4618,2,1,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
4619,6,5,737.69,1,0,Surburban,1,Web,0,0,0.0,0
4620,9,1,29.99,0,1,Rural,0,Web,0,0,0.0,1
4623,8,1,93.91,0,1,Urban,0,Phone,0,0,0.0,1
4624,9,2,112.38,0,1,Surburban,1,Web,0,0,0.0,1
4625,1,2,114.05,1,0,Rural,1,Web,0,0,0.0,1
4626,9,3,265.65,0,1,Surburban,1,Multichannel,0,0,0.0,0
4629,8,1,73.73,1,0,Rural,1,Phone,0,0,0.0,1
4634,12,1,34.19,1,0,Urban,1,Web,0,0,0.0,1
4635,2,4,403.51,1,0,Surburban,0,Phone,0,0,0.0,1
4636,12,1,81.61,1,0,Surburban,1,Phone,1,0,0.0,0
4637,1,5,503.94,1,0,Surburban,1,Phone,0,0,0.0,1
4638,6,1,29.99,0,1,Surburban,0,Web,0,0,0.0,0
4639,3,1,29.99,1,0,Urban,0,Phone,0,0,0.0,1
4640,11,2,106.99,0,1,Urban,0,Phone,0,0,0.0,1
4645,10,1,92.13,0,1,Rural,1,Phone,0,0,0.0,1
4646,3,2,105.68,1,0,Urban,1,Phone,0,0,0.0,1
4647,2,1,29.99,0,1,Surburban,0,Web,0,0,0.0,1
4648,1,3,307.23,1,0,Urban,0,Multichannel,0,0,0.0,1
4650,10,2,112.83,1,0,Surburban,0,Phone,0,0,0.0,1
4653,1,4,441.95,0,1,Urban,0,Multichannel,1,0,0.0,1
4654,3,4,365.28,1,0,Surburban,1,Web,0,0,0.0,1
4655,6,1,98.7,0,1,Surburban,0,Web,0,0,0.0,1
4656,10,2,138.61,0,1,Surburban,1,Phone,0,0,0.0,1
4657,4,3,260.48,1,0,Urban,0,Web,0,0,0.0,0
4658,7,1,63.36,0,1,Surburban,0,Phone,0,0,0.0,0
4659,9,1,57.54,0,1,Urban,1,Web,0,0,0.0,0
4661,1,5,738.87,1,1,Surburban,1,Multichannel,0,0,0.0,0
4662,3,2,113.44,1,0,Surburban,1,Phone,0,0,0.0,1
4663,6,1,68.89,1,0,Surburban,0,Phone,0,0,0.0,0
4664,9,5,567.74,0,1,Urban,1,Phone,0,0,0.0,0
4665,3,1,29.99,1,0,Surburban,1,Web,0,0,0.0,1
4667,11,1,74.75,1,0,Rural,1,Web,0,0,0.0,0
4668,3,2,105.57,1,0,Surburban,0,Web,0,0,0.0,1
4669,10,1,35.17,0,1,Urban,0,Web,0,0,0.0,1
4670,10,1,85.87,0,1,Urban,0,Web,0,0,0.0,0
4671,7,2,124.95,1,0,Surburban,1,Web,0,0,0.0,1
4672,3,4,470.27,0,1,Surburban,0,Phone,0,0,0.0,1
4673,1,5,558.84,1,0,Urban,1,Multichannel,0,0,0.0,0
4674,4,1,75.5,0,1,Urban,1,Phone,0,0,0.0,0
4675,3,3,278.48,0,1,Urban,0,Phone,0,0,0.0,0
4676,2,5,652.26,0,1,Surburban,1,Web,0,0,0.0,1
4677,1,6,796.71,1,0,Surburban,1,Phone,1,0,0.0,0
4678,7,3,308.79,0,1,Surburban,1,Phone,0,0,0.0,0
4679,1,3,253.06,0,1,Surburban,1,Web,1,0,0.0,1
4680,10,3,239.96,1,1,Surburban,0,Phone,0,0,0.0,0
4682,10,2,148.34,0,1,Rural,0,Phone,0,0,0.0,0
4683,7,1,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
4684,10,5,735.91,1,1,Urban,1,Multichannel,0,0,0.0,0
4686,4,4,403.51,1,0,Urban,0,Multichannel,0,0,0.0,0
4689,12,3,238.29,1,0,Surburban,0,Multichannel,0,0,0.0,1
4691,7,2,104.35,0,1,Surburban,0,Web,0,0,0.0,0
4692,2,1,29.99,0,1,Urban,0,Web,1,0,0.0,0
4694,4,2,152.45,1,0,Rural,0,Phone,0,0,0.0,0
4695,9,1,96.24,1,0,Surburban,0,Web,1,0,0.0,1
4696,1,7,1215.3,0,1,Surburban,1,Web,0,0,0.0,0
4697,2,2,104.87,0,1,Surburban,0,Phone,0,0,0.0,0
4698,12,1,68.94,1,0,Rural,0,Web,0,0,0.0,1
4699,1,6,829.7,1,1,Urban,1,Phone,0,0,0.0,0
4700,8,2,141.91,1,0,Surburban,0,Web,0,0,0.0,1
4701,10,4,358.08,1,0,Urban,0,Multichannel,0,0,0.0,1
4702,10,3,286.95,1,0,Surburban,1,Phone,0,0,0.0,1
4703,5,2,136.22,1,0,Surburban,1,Web,0,0,0.0,0
4704,5,3,213.55,1,0,Urban,0,Phone,0,0,0.0,0
4706,1,5,577.34,1,0,Rural,1,Phone,0,0,0.0,0
4707,8,1,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
4708,11,3,253.34,0,1,Surburban,1,Phone,0,0,0.0,0
4709,2,3,343.76,1,0,Surburban,0,Phone,0,0,0.0,1
4710,3,2,143.01,0,1,Urban,0,Phone,0,0,0.0,0
4711,3,3,219.26,0,1,Surburban,0,Phone,0,0,0.0,0
4713,7,3,259.11,0,1,Rural,0,Web,0,0,0.0,1
4715,4,2,146.4,1,0,Urban,0,Phone,0,0,0.0,1
4716,2,5,597.68,1,0,Surburban,1,Multichannel,0,0,0.0,1
4718,1,2,117.14,0,1,Urban,1,Phone,0,0,0.0,1
4719,6,1,53.81,1,0,Urban,1,Web,0,0,0.0,0
4720,3,2,184.85,1,0,Rural,1,Phone,0,0,0.0,0
4721,3,1,39.21,0,1,Surburban,0,Web,0,0,0.0,1
4722,10,1,60.58,1,0,Surburban,1,Web,0,0,0.0,0
4723,9,1,89.06,1,0,Urban,1,Phone,0,0,0.0,1
4724,9,1,41.06,0,1,Urban,1,Phone,0,0,0.0,0
4725,2,4,368.12,1,0,Surburban,1,Phone,0,0,0.0,0
4726,2,1,72.91,1,0,Urban,1,Web,0,0,0.0,0
4728,9,1,29.99,1,0,Rural,1,Phone,0,0,0.0,1
4729,4,3,235.62,1,0,Urban,1,Phone,0,0,0.0,0
4731,5,1,31.74,1,0,Surburban,0,Web,0,0,0.0,1
4733,10,3,217.7,1,0,Urban,0,Multichannel,1,0,0.0,0
4734,1,3,324.67,1,1,Surburban,0,Web,0,0,0.0,1
4735,12,1,40.51,1,0,Surburban,0,Web,0,0,0.0,0
4736,4,2,157.88,0,1,Urban,1,Phone,0,0,0.0,1
4737,8,1,85.49,0,1,Surburban,0,Phone,0,0,0.0,1
4738,2,2,100.93,1,0,Surburban,0,Web,0,0,0.0,1
4740,8,1,29.99,1,0,Urban,1,Phone,0,0,0.0,1
4741,1,2,168.23,0,1,Rural,1,Web,0,0,0.0,0
4742,2,2,131.21,0,1,Rural,1,Web,0,0,0.0,1
4743,9,2,126.04,0,1,Urban,1,Web,0,0,0.0,0
4745,12,1,29.99,0,1,Rural,1,Web,0,0,0.0,1
4746,2,3,210.37,0,1,Urban,0,Web,0,0,0.0,0
4747,10,1,62.15,1,0,Rural,1,Web,1,0,0.0,1
4748,2,3,263.63,1,1,Urban,1,Phone,0,0,0.0,0
4749,11,1,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
4750,5,1,29.99,0,1,Surburban,1,Phone,0,0,0.0,1
4751,5,4,357.84,1,0,Rural,0,Multichannel,0,0,0.0,1
4752,1,4,480.84,0,1,Surburban,0,Multichannel,0,0,0.0,0
4755,8,1,96.53,1,0,Surburban,0,Web,0,0,0.0,1
4758,2,2,181.45,0,1,Surburban,1,Phone,0,0,0.0,1
4759,3,1,29.99,0,1,Urban,1,Web,0,0,0.0,1
4760,11,1,29.99,0,1,Urban,1,Phone,0,0,0.0,1
4761,8,2,157.3,1,0,Rural,1,Phone,0,0,0.0,1
4762,7,3,217.61,0,1,Urban,1,Web,0,0,0.0,0
4765,4,3,283.58,0,1,Surburban,1,Phone,0,0,0.0,1
