,recency,history_segment,history,mens,womens,zip_code,newbie,channel,visit,conversion,spend,treatment
4166,6,4) $350 - $500,419.96,1,0,Urban,0,Phone,0,0,0.0,1
4168,10,2) $100 - $200,173.41,0,1,Surburban,1,Web,0,0,0.0,0
4169,4,3) $200 - $350,210.62,1,1,Urban,1,Multichannel,0,0,0.0,0
4171,1,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,0
4173,11,3) $200 - $350,273.47,1,1,Rural,0,Web,1,0,0.0,1
4174,10,3) $200 - $350,253.7,1,0,Surburban,1,Phone,0,0,0.0,0
4175,10,1) $0 - $100,41.6,1,0,Surburban,0,Web,0,0,0.0,1
4177,7,2) $100 - $200,163.06,1,0,Surburban,0,Phone,1,0,0.0,0
4178,10,5) $500 - $750,520.5,1,1,Surburban,1,Multichannel,1,0,0.0,1
4179,9,2) $100 - $200,100.32,0,1,Surburban,0,Web,0,0,0.0,0
4181,1,"6) $750 - $1,000",817.89,1,0,Rural,1,Web,0,0,0.0,0
4182,2,2) $100 - $200,144.37,1,0,Urban,1,Phone,0,0,0.0,1
4183,2,3) $200 - $350,224.47,1,1,Urban,0,Web,0,0,0.0,0
4184,9,1) $0 - $100,81.36,0,1,Surburban,1,Phone,0,0,0.0,1
4185,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,1
4186,10,2) $100 - $200,108.45,1,0,Urban,1,Web,0,0,0.0,1
4188,6,2) $100 - $200,131.73,1,0,Urban,0,Web,1,0,0.0,1
4195,10,3) $200 - $350,235.34,1,1,Surburban,1,Web,0,0,0.0,1
4198,2,3) $200 - $350,213.59,1,1,Urban,0,Web,0,0,0.0,0
4199,4,5) $500 - $750,634.8,1,0,Surburban,1,Web,0,0,0.0,0
4200,9,1) $0 - $100,36.84,0,1,Urban,0,Phone,0,0,0.0,1
4201,9,1) $0 - $100,29.99,0,1,Surburban,1,Phone,1,0,0.0,1
4202,1,1) $0 - $100,66.73,0,1,Urban,1,Phone,0,0,0.0,0
4203,12,1) $0 - $100,72.22,1,0,Urban,0,Phone,0,0,0.0,0
4204,5,1) $0 - $100,47.85,0,1,Urban,1,Phone,0,0,0.0,1
4205,6,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,0
4206,7,1) $0 - $100,29.99,1,0,Urban,0,Phone,1,0,0.0,0
4209,9,1) $0 - $100,56.54,0,1,Surburban,0,Web,0,0,0.0,1
4210,8,3) $200 - $350,247.63,0,1,Urban,1,Multichannel,0,0,0.0,0
4212,10,4) $350 - $500,361.11,1,0,Surburban,0,Web,0,0,0.0,1
4213,1,4) $350 - $500,417.34,1,1,Surburban,0,Phone,1,0,0.0,1
4216,1,3) $200 - $350,336.89,1,0,Urban,0,Phone,0,0,0.0,0
4219,10,2) $100 - $200,128.03,1,0,Surburban,0,Phone,0,0,0.0,1
4221,2,3) $200 - $350,298.69,0,1,Rural,0,Web,1,0,0.0,1
4223,10,2) $100 - $200,193.27,1,0,Urban,0,Phone,0,0,0.0,1
4224,1,3) $200 - $350,209.84,0,1,Urban,0,Web,0,0,0.0,0
4226,8,3) $200 - $350,289.68,1,0,Surburban,0,Phone,0,0,0.0,0
4227,10,4) $350 - $500,388.57,1,0,Rural,0,Web,0,0,0.0,1
4229,6,2) $100 - $200,176.41,1,0,Surburban,0,Web,1,0,0.0,0
4230,2,4) $350 - $500,355.99,1,0,Urban,0,Phone,0,0,0.0,1
4231,1,2) $100 - $200,166.16,1,0,Surburban,1,Web,1,0,0.0,1
4233,3,5) $500 - $750,615.29,1,1,Urban,1,Multichannel,0,0,0.0,0
4235,5,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,1
4237,5,"7) $1,000 +",1137.65,1,1,Urban,1,Multichannel,0,0,0.0,1
4238,12,1) $0 - $100,91.94,0,1,Surburban,1,Phone,1,0,0.0,1
4239,6,1) $0 - $100,53.15,0,1,Urban,1,Web,0,0,0.0,1
4241,7,4) $350 - $500,448.81,1,0,Surburban,0,Multichannel,0,0,0.0,0
4242,4,2) $100 - $200,127.75,1,0,Surburban,1,Web,0,0,0.0,1
4243,10,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,1
4245,9,1) $0 - $100,30.9,1,0,Urban,0,Phone,0,0,0.0,0
4246,8,"6) $750 - $1,000",861.02,1,0,Urban,1,Multichannel,0,0,0.0,1
4248,1,4) $350 - $500,476.82,0,1,Urban,0,Web,0,0,0.0,1
4249,2,3) $200 - $350,215.06,1,0,Surburban,0,Phone,0,0,0.0,1
4250,8,2) $100 - $200,128.69,0,1,Rural,0,Phone,0,0,0.0,0
4251,9,3) $200 - $350,215.07,1,0,Surburban,1,Web,0,0,0.0,1
4253,11,2) $100 - $200,192.79,1,0,Urban,0,Web,0,0,0.0,0
4254,10,1) $0 - $100,35.9,0,1,Rural,0,Web,0,0,0.0,1
4256,9,1) $0 - $100,80.06,0,1,Urban,0,Phone,0,0,0.0,1
4257,6,3) $200 - $350,228.7,1,0,Urban,1,Web,0,0,0.0,0
4258,5,3) $200 - $350,329.77,1,0,Urban,0,Web,1,0,0.0,0
4259,10,1) $0 - $100,68.83,0,1,Urban,1,Phone,0,0,0.0,1
4262,1,3) $200 - $350,202.61,0,1,Rural,0,Web,0,0,0.0,0
4263,6,1) $0 - $100,96.16,0,1,Surburban,1,Web,0,0,0.0,0
4265,7,3) $200 - $350,260.99,1,0,Urban,1,Web,1,0,0.0,1
4267,1,2) $100 - $200,176.55,1,0,Urban,1,Phone,0,0,0.0,1
4269,5,1) $0 - $100,67.93,0,1,Urban,1,Web,0,0,0.0,0
4270,5,3) $200 - $350,266.53,0,1,Surburban,0,Phone,0,0,0.0,1
4276,3,3) $200 - $350,305.25,0,1,Rural,0,Web,0,0,0.0,1
4277,9,1) $0 - $100,71.94,0,1,Rural,0,Web,0,0,0.0,1
4279,10,3) $200 - $350,343.58,1,1,Surburban,1,Multichannel,0,0,0.0,1
4281,3,2) $100 - $200,129.62,1,0,Urban,0,Web,0,0,0.0,1
4282,10,2) $100 - $200,165.36,1,0,Surburban,0,Web,0,0,0.0,0
4283,4,4) $350 - $500,408.44,1,0,Rural,0,Phone,1,0,0.0,1
4285,11,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
4286,3,5) $500 - $750,625.37,1,1,Surburban,1,Phone,0,0,0.0,0
4287,4,2) $100 - $200,148.73,0,1,Urban,1,Phone,0,0,0.0,0
4288,10,1) $0 - $100,29.99,0,1,Urban,0,Web,0,0,0.0,1
4290,10,3) $200 - $350,244.76,1,1,Urban,1,Phone,0,0,0.0,0
4292,4,4) $350 - $500,452.84,1,1,Rural,0,Multichannel,0,0,0.0,1
4293,2,4) $350 - $500,353.27,0,1,Rural,1,Phone,0,0,0.0,0
4294,5,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
4296,8,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,1
4297,2,"7) $1,000 +",1184.17,1,1,Urban,1,Multichannel,0,0,0.0,1
4299,4,4) $350 - $500,384.73,1,0,Surburban,0,Web,0,0,0.0,1
4302,10,1) $0 - $100,29.99,1,0,Rural,1,Web,0,0,0.0,1
4303,3,3) $200 - $350,333.68,1,0,Surburban,1,Web,0,0,0.0,1
4304,10,2) $100 - $200,149.38,1,0,Surburban,0,Web,0,0,0.0,0
4305,1,4) $350 - $500,463.14,1,0,Urban,0,Multichannel,0,0,0.0,0
4307,8,2) $100 - $200,110.6,0,1,Surburban,0,Web,0,0,0.0,1
4308,9,3) $200 - $350,203.96,1,0,Rural,1,Web,0,0,0.0,0
4309,5,3) $200 - $350,212.17,1,1,Urban,0,Web,0,0,0.0,1
4311,3,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,0
4313,5,1) $0 - $100,29.99,0,1,Surburban,0,Web,1,0,0.0,1
4314,3,1) $0 - $100,31.29,0,1,Rural,0,Phone,1,0,0.0,1
4315,3,3) $200 - $350,225.45,0,1,Urban,0,Web,0,0,0.0,1
4316,9,1) $0 - $100,48.01,0,1,Rural,0,Phone,0,0,0.0,1
4317,5,1) $0 - $100,74.39,1,0,Surburban,1,Web,0,0,0.0,1
4318,8,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,1
4322,4,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,0
4324,4,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,0
4326,6,2) $100 - $200,168.64,1,0,Surburban,0,Phone,1,0,0.0,0
4327,2,4) $350 - $500,454.82,0,1,Rural,0,Web,0,0,0.0,1
4328,1,2) $100 - $200,165.88,0,1,Rural,0,Phone,1,0,0.0,1
4329,9,2) $100 - $200,173.61,1,0,Urban,1,Web,0,0,0.0,1
4330,7,1) $0 - $100,76.93,1,0,Urban,0,Phone,0,0,0.0,1
4331,1,4) $350 - $500,473.88,1,0,Surburban,0,Multichannel,0,0,0.0,1
4332,3,1) $0 - $100,90.47,0,1,Urban,0,Web,0,0,0.0,0
4333,7,5) $500 - $750,509.91,1,0,Urban,1,Phone,0,0,0.0,0
4334,4,3) $200 - $350,291.54,0,1,Urban,0,Phone,0,0,0.0,0
4335,6,1) $0 - $100,46.74,1,0,Urban,0,Phone,0,0,0.0,1
4336,3,1) $0 - $100,37.46,1,0,Urban,1,Phone,0,0,0.0,0
4337,3,1) $0 - $100,86.33,0,1,Surburban,0,Phone,0,0,0.0,1
4338,5,3) $200 - $350,217.36,1,1,Urban,1,Multichannel,0,0,0.0,1
4341,9,2) $100 - $200,101.67,1,0,Surburban,0,Phone,0,0,0.0,0
4342,5,3) $200 - $350,203.32,1,1,Surburban,0,Phone,0,0,0.0,0
4345,10,1) $0 - $100,90.78,1,0,Rural,1,Web,0,0,0.0,1
4346,8,2) $100 - $200,179.11,0,1,Urban,0,Phone,1,0,0.0,1
4347,1,3) $200 - $350,227.53,1,1,Urban,0,Web,0,0,0.0,0
4348,6,2) $100 - $200,101.99,1,0,Surburban,0,Phone,0,0,0.0,0
4349,2,1) $0 - $100,29.99,0,1,Rural,1,Web,1,0,0.0,0
4350,2,1) $0 - $100,70.94,1,0,Urban,0,Web,1,0,0.0,1
4353,3,5) $500 - $750,740.04,1,0,Surburban,1,Multichannel,1,0,0.0,1
4354,8,3) $200 - $350,251.61,1,1,Surburban,0,Web,0,0,0.0,1
4355,7,4) $350 - $500,366.43,1,0,Rural,1,Phone,1,0,0.0,0
4358,4,4) $350 - $500,442.32,1,0,Surburban,1,Web,0,0,0.0,0
4359,12,1) $0 - $100,31.21,1,0,Urban,1,Phone,0,0,0.0,1
4361,9,2) $100 - $200,176.29,1,0,Urban,0,Phone,1,0,0.0,1
4362,1,5) $500 - $750,542.14,1,0,Urban,1,Multichannel,0,0,0.0,0
4363,6,3) $200 - $350,329.83,0,1,Urban,0,Phone,0,0,0.0,0
4367,2,5) $500 - $750,709.87,0,1,Surburban,1,Phone,0,0,0.0,0
4368,8,1) $0 - $100,74.06,0,1,Surburban,0,Phone,0,0,0.0,1
4369,7,3) $200 - $350,319.43,1,0,Urban,0,Web,0,0,0.0,1
4370,10,4) $350 - $500,458.5,1,0,Urban,0,Web,1,0,0.0,1
4371,9,2) $100 - $200,116.2,1,0,Urban,0,Phone,0,0,0.0,1
4373,11,1) $0 - $100,32.52,1,0,Urban,1,Web,0,0,0.0,1
4374,5,1) $0 - $100,89.22,0,1,Urban,0,Web,0,0,0.0,0
4376,9,4) $350 - $500,428.03,1,0,Surburban,0,Web,0,0,0.0,0
4377,9,2) $100 - $200,158.3,1,0,Urban,1,Phone,0,0,0.0,0
4378,3,1) $0 - $100,66.26,0,1,Urban,0,Phone,1,0,0.0,0
4379,10,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,0
4380,7,2) $100 - $200,134.66,1,0,Surburban,1,Web,0,0,0.0,1
4381,1,2) $100 - $200,150.11,0,1,Rural,1,Phone,0,0,0.0,0
4383,10,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0,0.0,1
4384,11,2) $100 - $200,171.6,1,0,Urban,0,Web,0,0,0.0,1
4387,2,1) $0 - $100,29.99,0,1,Rural,1,Phone,0,0,0.0,1
4388,10,5) $500 - $750,528.77,1,0,Surburban,1,Phone,1,1,55.09,1
4389,1,2) $100 - $200,133.93,0,1,Urban,0,Phone,0,0,0.0,0
4391,2,2) $100 - $200,193.92,1,0,Rural,0,Web,1,0,0.0,0
4392,12,1) $0 - $100,53.44,0,1,Urban,0,Phone,0,0,0.0,0
4393,4,4) $350 - $500,383.39,0,1,Urban,0,Phone,0,0,0.0,0
4394,10,5) $500 - $750,526.57,1,0,Surburban,1,Multichannel,1,0,0.0,0
4395,12,2) $100 - $200,198.06,0,1,Urban,0,Web,0,0,0.0,1
4396,9,1) $0 - $100,65.07,1,0,Surburban,1,Phone,0,0,0.0,0
4398,3,"6) $750 - $1,000",863.72,0,1,Urban,1,Web,0,0,0.0,1
4400,2,4) $350 - $500,416.26,1,0,Rural,0,Multichannel,0,0,0.0,0
4401,2,1) $0 - $100,82.45,0,1,Urban,0,Web,1,0,0.0,1
4403,11,2) $100 - $200,134.91,1,0,Urban,1,Web,0,0,0.0,0
4404,9,1) $0 - $100,29.99,1,0,Urban,0,Web,0,0,0.0,0
4406,10,1) $0 - $100,46.54,1,0,Rural,1,Phone,0,0,0.0,1
4407,3,5) $500 - $750,524.9,1,0,Surburban,1,Web,0,0,0.0,1
4408,2,2) $100 - $200,119.04,1,0,Surburban,0,Web,0,0,0.0,0
4409,11,5) $500 - $750,527.24,1,1,Urban,1,Phone,0,0,0.0,0
4411,3,2) $100 - $200,101.49,1,0,Surburban,1,Web,0,0,0.0,0
4413,4,1) $0 - $100,31.67,1,0,Urban,0,Web,0,0,0.0,1
4414,5,1) $0 - $100,33.33,0,1,Surburban,1,Web,0,0,0.0,1
4415,12,3) $200 - $350,225.97,1,0,Surburban,0,Phone,0,0,0.0,1
4417,12,3) $200 - $350,204.37,1,1,Surburban,0,Multichannel,0,0,0.0,1
4418,8,3) $200 - $350,297.93,1,0,Urban,1,Phone,0,0,0.0,0
4419,9,3) $200 - $350,227.12,1,0,Surburban,1,Multichannel,0,0,0.0,0
4420,11,1) $0 - $100,37.95,1,0,Urban,0,Web,0,0,0.0,0
4421,10,2) $100 - $200,118.8,1,0,Surburban,1,Web,0,0,0.0,0
4423,9,1) $0 - $100,97.79,0,1,Rural,0,Web,0,0,0.0,0
4425,1,1) $0 - $100,30.67,0,1,Urban,1,Web,0,0,0.0,0
4426,6,2) $100 - $200,168.78,0,1,Surburban,1,Phone,0,0,0.0,0
4428,2,2) $100 - $200,142.09,1,0,Urban,1,Phone,0,0,0.0,1
4431,1,5) $500 - $750,748.82,1,0,Surburban,1,Multichannel,0,0,0.0,1
4433,6,4) $350 - $500,353.32,0,1,Surburban,0,Multichannel,0,0,0.0,0
4434,7,1) $0 - $100,29.99,0,1,Rural,0,Phone,0,0,0.0,1
4435,11,1) $0 - $100,58.99,1,0,Rural,0,Phone,0,0,0.0,1
4436,7,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
4438,5,4) $350 - $500,483.29,1,0,Urban,1,Web,0,0,0.0,1
4441,12,3) $200 - $350,321.84,0,1,Urban,0,Web,1,0,0.0,1
4444,6,2) $100 - $200,174.38,1,0,Surburban,0,Web,0,0,0.0,0
4446,4,3) $200 - $350,281.77,0,1,Surburban,0,Phone,0,0,0.0,1
4447,2,"7) $1,000 +",1000.78,1,1,Surburban,1,Web,0,0,0.0,0
4448,8,5) $500 - $750,536.31,1,0,Surburban,1,Phone,0,0,0.0,1
4449,4,2) $100 - $200,122.2,0,1,Surburban,1,Phone,0,0,0.0,1
4450,9,1) $0 - $100,39.96,0,1,Surburban,1,Phone,0,0,0.0,0
4452,6,1) $0 - $100,81.04,0,1,Urban,0,Web,0,0,0.0,0
4454,12,5) $500 - $750,645.38,0,1,Urban,1,Phone,0,0,0.0,0
4456,4,2) $100 - $200,101.93,1,0,Surburban,0,Phone,0,0,0.0,0
4459,9,2) $100 - $200,194.16,0,1,Surburban,0,Phone,0,0,0.0,1
4462,1,3) $200 - $350,332.18,1,1,Urban,0,Web,0,0,0.0,0
4463,10,3) $200 - $350,302.1,0,1,Rural,0,Web,0,0,0.0,1
4464,5,3) $200 - $350,248.32,0,1,Surburban,1,Web,0,0,0.0,0
4465,8,2) $100 - $200,105.13,0,1,Urban,0,Phone,0,0,0.0,1
4466,2,5) $500 - $750,662.85,0,1,Surburban,1,Multichannel,1,0,0.0,0
4468,3,2) $100 - $200,168.91,1,0,Urban,1,Phone,1,0,0.0,1
4469,10,1) $0 - $100,87.39,1,0,Surburban,1,Web,0,0,0.0,1
4470,2,3) $200 - $350,203.18,1,0,Surburban,0,Phone,1,0,0.0,1
4471,7,3) $200 - $350,223.96,1,0,Surburban,0,Multichannel,0,0,0.0,1
4472,9,3) $200 - $350,306.84,1,0,Rural,0,Web,1,0,0.0,1
4473,4,4) $350 - $500,487.77,0,1,Rural,0,Multichannel,0,0,0.0,1
4474,8,"6) $750 - $1,000",847.25,0,1,Surburban,1,Phone,0,0,0.0,1
4475,9,2) $100 - $200,103.14,0,1,Surburban,1,Phone,0,0,0.0,0
4476,1,1) $0 - $100,69.17,1,0,Surburban,0,Web,0,0,0.0,1
4478,1,2) $100 - $200,195.31,1,0,Rural,0,Web,0,0,0.0,1
4479,1,3) $200 - $350,285.28,1,1,Urban,0,Phone,1,0,0.0,1
4482,8,2) $100 - $200,140.8,1,0,Surburban,1,Phone,0,0,0.0,0
4484,7,2) $100 - $200,166.87,1,0,Urban,1,Phone,0,0,0.0,1
4486,9,2) $100 - $200,190.57,0,1,Urban,0,Web,0,0,0.0,0
4489,1,3) $200 - $350,324.42,1,0,Surburban,0,Phone,0,0,0.0,1
4490,1,4) $350 - $500,397.35,1,1,Surburban,0,Multichannel,0,0,0.0,0
4491,2,4) $350 - $500,366.24,1,1,Surburban,0,Web,1,0,0.0,1
4492,5,3) $200 - $350,307.7,1,1,Rural,0,Phone,1,0,0.0,1
4493,10,"6) $750 - $1,000",751.37,1,1,Urban,1,Phone,0,0,0.0,1
4494,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,0,0,0.0,0
4496,7,3) $200 - $350,291.57,0,1,Rural,1,Web,0,0,0.0,1
4497,7,1) $0 - $100,29.99,1,0,Surburban,1,Phone,0,0,0.0,0
4498,1,4) $350 - $500,450.12,0,1,Surburban,0,Multichannel,0,0,0.0,1
4501,5,1) $0 - $100,29.99,0,1,Rural,0,Web,1,0,0.0,1
4503,7,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,0
4504,10,1) $0 - $100,38.96,1,0,Urban,0,Phone,0,0,0.0,0
4505,4,1) $0 - $100,31.06,0,1,Urban,1,Web,0,0,0.0,0
4507,2,3) $200 - $350,266.46,1,1,Urban,1,Phone,0,0,0.0,1
4508,6,1) $0 - $100,96.05,0,1,Urban,0,Phone,0,0,0.0,1
4509,12,3) $200 - $350,215.68,1,1,Surburban,0,Web,0,0,0.0,1
4510,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,0,0,0.0,1
4511,9,3) $200 - $350,274.23,1,0,Surburban,1,Multichannel,0,0,0.0,0
4517,10,4) $350 - $500,410.32,1,1,Urban,1,Multichannel,0,0,0.0,0
4518,12,1) $0 - $100,56.62,0,1,Surburban,0,Phone,0,0,0.0,0
4520,3,1) $0 - $100,83.46,1,0,Surburban,0,Phone,0,0,0.0,0
4521,10,1) $0 - $100,67.27,1,0,Rural,0,Web,1,0,0.0,1
4522,6,1) $0 - $100,29.99,1,0,Urban,1,Web,0,0,0.0,0
4525,10,4) $350 - $500,358.92,1,0,Surburban,1,Phone,0,0,0.0,0
4526,3,3) $200 - $350,265.05,1,0,Urban,0,Phone,0,0,0.0,1
4527,7,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0,0.0,1
4528,11,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,0
4530,1,4) $350 - $500,394.83,0,1,Surburban,0,Web,0,0,0.0,0
4533,1,"6) $750 - $1,000",995.58,0,1,Urban,1,Web,0,0,0.0,0
4534,8,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,1
4536,4,1) $0 - $100,48.13,0,1,Surburban,1,Web,0,0,0.0,1
4537,10,1) $0 - $100,29.99,1,0,Urban,0,Web,1,0,0.0,1
4538,10,3) $200 - $350,345.18,0,1,Urban,1,Multichannel,0,0,0.0,1
4539,10,1) $0 - $100,88.37,1,0,Urban,0,Web,0,0,0.0,0
4541,9,1) $0 - $100,70.56,0,1,Urban,1,Phone,0,0,0.0,0
4543,10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,0,0,0.0,1
4544,11,2) $100 - $200,103.33,0,1,Surburban,0,Web,0,0,0.0,0
4545,9,2) $100 - $200,162.29,0,1,Surburban,1,Phone,0,0,0.0,0
4547,8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,0,0,0.0,1
4548,9,3) $200 - $350,255.32,0,1,Surburban,1,Multichannel,0,0,0.0,1
4550,3,2) $100 - $200,165.81,0,1,Surburban,0,Phone,0,0,0.0,0
4552,3,4) $350 - $500,414.15,1,0,Urban,0,Web,0,0,0.0,0
4554,6,1) $0 - $100,62.81,0,1,Urban,1,Phone,0,0,0.0,1
4555,2,5) $500 - $750,510.2,0,1,Surburban,1,Phone,0,0,0.0,0
4556,10,5) $500 - $750,725.33,1,1,Urban,1,Multichannel,0,0,0.0,0
4557,10,3) $200 - $350,229.72,0,1,Rural,1,Web,0,0,0.0,0
4558,6,1) $0 - $100,41.41,0,1,Urban,0,Phone,0,0,0.0,0
4559,12,"6) $750 - $1,000",946.14,1,1,Surburban,1,Phone,1,0,0.0,1
4561,9,1) $0 - $100,34.72,0,1,Surburban,0,Web,0,0,0.0,1
4564,9,4) $350 - $500,354.27,0,1,Surburban,0,Phone,0,0,0.0,0
4565,1,1) $0 - $100,33.46,1,0,Rural,0,Phone,0,0,0.0,1
4566,2,3) $200 - $350,265.35,1,0,Rural,0,Web,1,0,0.0,1
4567,10,2) $100 - $200,120.11,1,0,Urban,0,Web,0,0,0.0,0
4569,2,4) $350 - $500,444.03,1,0,Urban,1,Multichannel,0,0,0.0,1
4570,8,1) $0 - $100,82.25,1,0,Surburban,0,Phone,0,0,0.0,1
4571,11,1) $0 - $100,52.35,0,1,Urban,1,Web,0,0,0.0,1
4572,5,1) $0 - $100,29.99,0,1,Urban,0,Phone,0,0,0.0,1
4573,10,1) $0 - $100,29.99,0,1,Rural,0,Web,0,0,0.0,1
4575,10,5) $500 - $750,744.08,1,1,Surburban,1,Multichannel,0,0,0.0,0
4576,9,1) $0 - $100,29.99,1,0,Rural,1,Phone,0,0,0.0,0
4578,8,2) $100 - $200,111.55,1,0,Urban,1,Phone,0,0,0.0,0
4579,2,"7) $1,000 +",3345.93,1,1,Surburban,1,Phone,0,0,0.0,0
4580,9,1) $0 - $100,29.99,0,1,Surburban,1,Web,0,0,0.0,1
4581,1,3) $200 - $350,236.23,0,1,Urban,1,Phone,0,0,0.0,0
4582,9,3) $200 - $350,235.59,1,0,Surburban,0,Web,0,0,0.0,1
4584,7,1) $0 - $100,42.11,1,0,Urban,0,Web,0,0,0.0,0
4585,11,5) $500 - $750,540.6,0,1,Rural,1,Multichannel,0,0,0.0,1
4586,5,2) $100 - $200,183.8,0,1,Surburban,0,Web,0,0,0.0,0
4587,2,"6) $750 - $1,000",843.73,0,1,Urban,1,Web,0,0,0.0,0
4588,8,"7) $1,000 +",1332.97,1,1,Rural,1,Multichannel,0,0,0.0,0
4591,4,5) $500 - $750,520.77,1,0,Urban,1,Web,0,0,0.0,0
4593,9,1) $0 - $100,94.67,1,0,Urban,1,Web,0,0,0.0,1
4595,1,2) $100 - $200,112.58,0,1,Urban,1,Phone,0,0,0.0,1
4596,10,1) $0 - $100,76.34,0,1,Surburban,0,Web,0,0,0.0,1
4598,10,2) $100 - $200,133.56,0,1,Surburban,1,Web,0,0,0.0,0
4599,11,4) $350 - $500,391.94,0,1,Surburban,0,Web,0,0,0.0,0
4600,1,4) $350 - $500,458.91,1,1,Urban,0,Multichannel,1,0,0.0,1
4601,4,3) $200 - $350,240.35,0,1,Surburban,0,Web,0,0,0.0,1
4602,12,2) $100 - $200,106.98,0,1,Rural,1,Web,0,0,0.0,1
4603,11,3) $200 - $350,245.46,1,0,Urban,0,Multichannel,0,0,0.0,0
4604,3,1) $0 - $100,64.21,1,0,Surburban,1,Web,0,0,0.0,0
4605,11,1) $0 - $100,39.62,1,0,Urban,0,Phone,1,0,0.0,1
4606,3,3) $200 - $350,335.52,1,0,Rural,0,Phone,0,0,0.0,0
4608,4,1) $0 - $100,90.36,0,1,Surburban,1,Phone,1,0,0.0,1
4609,9,1) $0 - $100,33.25,1,0,Surburban,0,Phone,0,0,0.0,1
4610,1,3) $200 - $350,208.03,1,0,Urban,0,Phone,0,0,0.0,1
4613,6,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,0
4614,2,1) $0 - $100,29.99,1,0,Urban,0,Phone,0,0,0.0,1
4615,2,3) $200 - $350,227.0,1,0,Urban,0,Web,0,0,0.0,1
4616,1,1) $0 - $100,88.52,0,1,Urban,1,Web,0,0,0.0,1
4617,10,3) $200 - $350,303.01,0,1,Urban,0,Phone,0,0,0.0,1
4618,2,1) $0 - $100,29.99,1,0,Surburban,0,Phone,0,0,0.0,0
4619,6,5) $500 - $750,737.69,1,0,Surburban,1,Web,0,0,0.0,0
4621,9,4) $350 - $500,370.96,1,1,Urban,1,Web,0,0,0.0,1
4622,6,4) $350 - $500,438.26,1,1,Rural,1,Multichannel,1,0,0.0,1
4626,9,3) $200 - $350,265.65,0,1,Surburban,1,Multichannel,0,0,0.0,0
4627,3,2) $100 - $200,119.97,0,1,Rural,0,Web,0,0,0.0,1
4628,1,1) $0 - $100,29.99,0,1,Rural,1,Web,0,0,0.0,1
4630,2,5) $500 - $750,589.41,0,1,Urban,1,Phone,0,0,0.0,1
4631,12,2) $100 - $200,107.71,1,0,Surburban,0,Web,0,0,0.0,1
4632,3,1) $0 - $100,64.37,0,1,Surburban,1,Phone,0,0,0.0,1
4633,9,3) $200 - $350,324.84,0,1,Urban,1,Multichannel,0,0,0.0,1
4636,12,1) $0 - $100,81.61,1,0,Surburban,1,Phone,1,0,0.0,0
4638,6,1) $0 - $100,29.99,0,1,Surburban,0,Web,0,0,0.0,0
4641,1,2) $100 - $200,122.28,0,1,Surburban,0,Phone,1,0,0.0,1
4642,3,5) $500 - $750,572.57,1,0,Urban,1,Web,0,0,0.0,1
4643,3,1) $0 - $100,34.37,1,0,Surburban,1,Web,0,0,0.0,1
4644,5,2) $100 - $200,156.8,1,0,Urban,0,Web,0,0,0.0,1
4649,6,3) $200 - $350,227.98,0,1,Surburban,0,Multichannel,0,0,0.0,1
4651,10,"6) $750 - $1,000",941.14,1,1,Surburban,1,Multichannel,0,0,0.0,1
4652,1,2) $100 - $200,109.46,0,1,Urban,1,Web,0,0,0.0,1
4657,4,3) $200 - $350,260.48,1,0,Urban,0,Web,0,0,0.0,0
4658,7,1) $0 - $100,63.36,0,1,Surburban,0,Phone,0,0,0.0,0
4659,9,1) $0 - $100,57.54,0,1,Urban,1,Web,0,0,0.0,0
4660,10,2) $100 - $200,181.0,1,0,Surburban,1,Web,0,0,0.0,1
4661,1,5) $500 - $750,738.87,1,1,Surburban,1,Multichannel,0,0,0.0,0
4663,6,1) $0 - $100,68.89,1,0,Surburban,0,Phone,0,0,0.0,0
4664,9,5) $500 - $750,567.74,0,1,Urban,1,Phone,0,0,0.0,0
